id_produto,nome_produto,categoria_produto,preco_produto,fornecedor_produto,peso_kg_produto,estoque_produto,produto_ativo,data_cadastro_produto,faixa_preco_produto,status_estoque_produto
PROD-0160,Torradeira 2 Fatias,Casa,129.0,Casa & Cia Distribuidora,13.88,341,True,2019-07-13,Medio,Estoque Normal
PROD-0169,Escorredor de Louças,Casa,87.0,HomeBrasil Atacado,4.51,409,True,2022-04-08,Medio,Estoque Normal
PROD-0197,Bola de Tênis Kit 3,Esportes,36.0,Atlética Import Ltda,12.44,88,False,2025-04-17,Baixo,Estoque Normal
PROD-0202,Patins Quad,Esportes,346.0,SportsBrasil Atacado,14.38,52,True,2019-06-19,Alto,Estoque Normal
PROD-0215,Corda de Pular,Esportes,50.0,Esporte Total Ltda,9.69,55,True,2019-04-23,Medio,Estoque Normal
PROD-0245,Prancha de Surf,Esportes,805.0,SportsBrasil Atacado,11.94,80,True,2019-05-19,Alto,Estoque Normal
PROD-0317,Bateria Automotiva 45Ah,Automotivo,512.0,AutoPeças Brasil Ltda,8.16,483,True,2018-04-12,Alto,Estoque Normal
PROD-0328,Suporte Veicular Celular,Automotivo,66.0,AutoPeças Brasil Ltda,23.16,198,True,2022-01-30,Medio,Estoque Normal
PROD-0352,Limpador de Para-brisa Par,Automotivo,148.0,Peças & Cia Distribuidora,2.36,0,True,2024-11-27,Medio,Sem Estoque
PROD-0396,Jogo de Memoria,Brinquedos,80.0,Toy Import Atacado,2.82,336,False,2025-02-14,Medio,Estoque Normal
PROD-0424,Bolinha de Gude Kit,Brinquedos,31.0,Brinquedos do Brasil Ltda,4.03,278,True,2023-07-08,Baixo,Estoque Normal
PROD-0426,Carrinho de Bebe de Boneca,Brinquedos,149.0,Brinquedos do Brasil Ltda,5.62,169,True,2020-04-27,Medio,Estoque Normal
PROD-0437,Poltrona Reclinavel,Móveis,1520.0,MoveisPlus Distribuidora,9.12,133,True,2022-10-14,Alto,Estoque Normal
PROD-0443,Cadeira Gamer,Móveis,,Interiores Import Ltda,40.25,308,False,2025-06-28,Nao Informado,Estoque Normal
PROD-0477,Mesa de Jardim,Móveis,651.0,Interiores Import Ltda,65.68,0,True,2024-05-28,Alto,Sem Estoque
PROD-0480,Mesa de Cabeceira,Móveis,,MoveisPlus Distribuidora,49.77,285,False,2022-12-28,Nao Informado,Estoque Normal
PROD-0497,Smartphone Pro Max 512GB,Eletrônicos,3614.0,Shenzhen Connect Brasil,0.77,446,True,2021-04-10,Alto,Estoque Normal
PROD-0501,Boneca de Pano 35cm,Brinquedos,64.0,Fun Kids Distribuidora,0.93,404,True,2025-09-13,Medio,Estoque Normal
PROD-0020,Câmera de Segurança Wi-Fi,Eletrônicos,494.0,Shenzhen Connect Brasil,2.95,152,True,2023-08-06,Alto,Estoque Normal
PROD-0023,Monitor 27 Polegadas,Eletrônicos,2146.0,TechBrasil Distribuidora,4.95,49,True,2018-01-12,Alto,Estoque Normal
PROD-0029,Carregador Sem Fio,Eletrônicos,245.0,Global Electronics Ltda,0.32,81,True,2022-09-27,Alto,Estoque Normal
PROD-0062,Impressora Fotográfica,Eletrônicos,784.0,TechBrasil Distribuidora,3.18,264,False,2023-11-16,Alto,Estoque Normal
PROD-0063,Caixinha de Som Mini,Eletrônicos,,Global Electronics Ltda,4.06,4,False,2024-10-16,Nao Informado,Estoque Baixo
PROD-0093,Bolsa Feminina,Vestuário,199.0,Moda Brasil Atacado,0.54,21,True,2022-12-13,Medio,Estoque Normal
PROD-0097,Chapéu de Palha,Vestuário,75.0,Confecções do Sul,1.05,0,True,2024-12-14,Medio,Sem Estoque
PROD-0111,Camiseta Dry Fit,Vestuário,90.0,TextilBrasil Distribuidora,0.91,319,True,2025-12-13,Medio,Estoque Normal
PROD-0198,Raquete de Tênis,Esportes,258.0,Fitness Distribuidora,13.65,225,True,2025-05-06,Alto,Estoque Normal
PROD-0209,Garrafa Térmica 1L,Esportes,94.0,SportsBrasil Atacado,10.43,12,True,2019-07-03,Medio,Estoque Normal
PROD-0240,Bermuda de Natação,Esportes,130.0,SportsBrasil Atacado,,173,True,2019-03-08,Medio,Estoque Normal
PROD-0247,Pé de Pato par,Esportes,125.0,Fitness Distribuidora,5.08,69,True,2019-06-13,Medio,Estoque Normal
PROD-0256,Chapinha Profissional,Beleza,303.0,Beleza Total Atacado,1.29,0,True,2021-12-18,Alto,Sem Estoque
PROD-0264,Creme Hidratante Facial,Beleza,62.0,Beauty Import Brasil,0.61,344,False,2022-03-22,Medio,Estoque Normal
PROD-0337,Carregador Veicular USB,Automotivo,118.0,Peças & Cia Distribuidora,16.34,186,True,2024-08-26,Medio,Estoque Normal
PROD-0339,Para-brisa Defletor,Automotivo,242.0,Peças & Cia Distribuidora,13.54,317,True,2021-10-06,Alto,Estoque Normal
PROD-0353,Fluido de Freio 500ml,Automotivo,75.0,AutoPeças Brasil Ltda,6.03,21,True,2022-08-05,Medio,Estoque Normal
PROD-0355,Cera Automotiva 500g,Automotivo,62.0,Peças & Cia Distribuidora,,497,False,2024-02-14,Medio,Estoque Normal
PROD-0366,Selante de Pneu,Automotivo,46.0,AutoPeças Brasil Ltda,9.6,432,True,2019-11-11,Baixo,Estoque Normal
PROD-0384,Pelucia 40cm,Brinquedos,183.0,Brinquedos do Brasil Ltda,7.84,416,True,2025-07-17,Medio,Estoque Normal
PROD-0397,Domino Infantil,Brinquedos,,Toy Import Atacado,5.77,376,False,2021-02-02,Nao Informado,Estoque Normal
PROD-0435,Sofa Retratil 3 Lugares,Móveis,1253.0,MoveisPlus Distribuidora,61.4,155,True,2023-06-09,Alto,Estoque Normal
PROD-0450,Cama Solteiro com Cabeceira,Móveis,835.0,Interiores Import Ltda,13.78,470,True,2018-04-30,Alto,Estoque Normal
PROD-0009,Smart TV 55 Polegadas,Eletrônicos,3746.0,Global Electronics Ltda,2.8,459,True,2024-02-04,Alto,Estoque Normal
PROD-0022,Monitor 24 Polegadas,Eletrônicos,1676.0,Shenzhen Connect Brasil,2.97,23,False,2022-04-13,Alto,Estoque Normal
PROD-0032,Headset Bluetooth,Eletrônicos,,Alpha Tech Importados,2.21,71,False,2026-02-20,Nao Informado,Estoque Normal
PROD-0037,Webcam Full HD,Eletrônicos,252.0,Shenzhen Connect Brasil,0.33,387,True,2021-03-07,Alto,Estoque Normal
PROD-0050,Smart Watch,Eletrônicos,1018.0,Alpha Tech Importados,3.18,443,False,2022-05-31,Alto,Estoque Normal
PROD-0052,Impressora Térmica,Eletrônicos,,TechBrasil Distribuidora,2.76,384,False,2023-06-12,Nao Informado,Estoque Normal
PROD-0115,Biquíni,Vestuário,197.0,Confecções do Sul,0.41,90,True,2018-03-23,Medio,Estoque Normal
PROD-0129,Jogo de Lençol Solteiro,Casa,102.0,Casa & Cia Distribuidora,2.55,293,True,2021-02-09,Medio,Estoque Normal
PROD-0133,Travesseiro de Pluma,Casa,198.0,Decor Import,11.71,0,False,2022-08-10,Medio,Sem Estoque
PROD-0137,Tapete Sala 2x3m,Casa,267.0,Casa & Cia Distribuidora,1.64,0,True,2025-10-01,Alto,Sem Estoque
PROD-0138,Tapete Banheiro,Casa,43.0,Casa & Cia Distribuidora,13.12,0,False,2021-09-02,Baixo,Sem Estoque
PROD-0146,Cabide de Parede,Casa,64.0,Decor Import,8.68,48,False,2025-05-03,Medio,Estoque Normal
PROD-0150,Espelho de Parede,Casa,168.0,Casa & Cia Distribuidora,3.15,91,False,2022-09-03,Medio,Estoque Normal
PROD-0203,Patins Inline,Esportes,302.0,Fitness Distribuidora,3.86,0,False,2018-03-24,Alto,Sem Estoque
PROD-0217,Óculos de Natação,Esportes,141.0,SportsBrasil Atacado,3.17,72,True,2018-09-03,Medio,Estoque Normal
PROD-0253,Perfume Masculino 50ml,Beleza,109.0,Perfumes & Cia,0.35,385,True,2019-01-09,Medio,Estoque Normal
PROD-0316,Bateria Automotiva 60Ah,Automotivo,516.0,Peças & Cia Distribuidora,18.18,411,True,2025-06-21,Alto,Estoque Normal
PROD-0320,Oleo de Motor 10W40 4L,Automotivo,170.0,AutoPeças Brasil Ltda,8.78,3,True,2021-07-16,Medio,Estoque Baixo
PROD-0341,Triangulo de Sinalizacao,Automotivo,67.0,Peças & Cia Distribuidora,7.91,89,True,2020-09-07,Medio,Estoque Normal
PROD-0359,Suporte para Bicicleta Veicular,Automotivo,215.0,Automotivo Import,,17,True,2019-12-28,Alto,Estoque Normal
PROD-0362,Buzina Automotiva,Automotivo,,AutoPeças Brasil Ltda,5.61,28,False,2021-03-31,Nao Informado,Estoque Normal
PROD-0371,Pastilha de Freio Kit,Automotivo,208.0,Peças & Cia Distribuidora,21.7,164,True,2020-02-03,Alto,Estoque Normal
PROD-0372,Boneca Articulada 30cm,Brinquedos,145.0,Fun Kids Distribuidora,5.72,0,True,2022-06-27,Medio,Sem Estoque
PROD-0416,Kit Ferramentas Infantil,Brinquedos,63.0,Brinquedos do Brasil Ltda,1.92,457,True,2020-10-09,Medio,Estoque Normal
PROD-0431,Mordedor Infantil Kit,Brinquedos,25.0,Brinquedos do Brasil Ltda,0.47,334,True,2025-04-26,Baixo,Estoque Normal
PROD-0438,Mesa de Jantar 6 Cadeiras,Móveis,,MoveisPlus Distribuidora,73.85,192,False,2026-03-08,Nao Informado,Estoque Normal
PROD-0440,Mesa de Jantar 8 Cadeiras,Móveis,4168.0,MoveisPlus Distribuidora,15.05,380,True,2024-10-17,Alto,Estoque Normal
PROD-0482,Cristaleira 3 Portas,Móveis,1080.0,MoveisPlus Distribuidora,44.08,245,True,2025-10-22,Alto,Estoque Normal
PROD-0495,Cama de Casal Queen Size,Móveis,3690.0,MoveisPlus Distribuidora,59.9,241,True,2025-05-03,Alto,Estoque Normal
PROD-0503,Tablet Infantil 7 Polegadas,Eletrônicos,676.0,Shenzhen Connect Brasil,,28,True,2022-04-06,Alto,Estoque Normal
PROD-0506,Sapatilha Feminina,Vestuário,137.0,Fashion Import Ltda,1.85,470,True,2021-07-30,Medio,Estoque Normal
PROD-0511,Fantoche Kit 6 Personagens,Brinquedos,163.0,Fun Kids Distribuidora,1.95,128,True,2018-08-18,Medio,Estoque Normal
PROD-0003,Smartphone 256GB,Eletrônicos,3955.0,Global Electronics Ltda,0.83,29,True,2025-11-07,Alto,Estoque Normal
PROD-0015,Headset Gamer,Eletrônicos,359.0,Shenzhen Connect Brasil,1.35,274,True,2020-07-11,Alto,Estoque Normal
PROD-0027,Teclado sem Fio,Eletrônicos,146.0,Shenzhen Connect Brasil,2.7,356,True,2023-04-14,Medio,Estoque Normal
PROD-0033,HD Externo 1TB,Eletrônicos,369.0,Alpha Tech Importados,3.08,31,True,2022-11-19,Alto,Estoque Normal
PROD-0043,Aspirador Robô,Casa,1549.0,Alpha Tech Importados,4.67,0,True,2021-09-12,Alto,Sem Estoque
PROD-0055,Estabilizador 1000VA,Eletrônicos,349.0,Shenzhen Connect Brasil,4.86,85,True,2019-08-28,Alto,Estoque Normal
PROD-0069,Calça Jeans Feminina,Vestuário,181.0,Moda Brasil Atacado,1.65,0,True,2025-01-04,Medio,Sem Estoque
PROD-0109,Blusa de Seda Feminina,Vestuário,267.0,Moda Brasil Atacado,1.74,481,True,2024-11-24,Alto,Estoque Normal
PROD-0110,Top Esportivo,Vestuário,116.0,Moda Brasil Atacado,1.85,441,False,2020-06-19,Medio,Estoque Normal
PROD-0144,Vaso Decorativo,Casa,155.0,Decor Import,5.22,323,True,2023-12-17,Medio,Estoque Normal
PROD-0151,Porta Temperos,Casa,79.0,Utilidades do Lar Ltda,1.62,84,True,2020-05-27,Medio,Estoque Normal
PROD-0180,Relógio de Parede,Casa,99.0,Casa & Cia Distribuidora,4.46,0,True,2025-08-20,Medio,Sem Estoque
PROD-0199,Raquete de Beach Tennis,Esportes,391.0,Atlética Import Ltda,7.11,321,False,2021-06-10,Alto,Estoque Normal
PROD-0200,Raquete de Badminton Kit 2,Esportes,117.0,SportsBrasil Atacado,4.12,1,True,2021-07-13,Medio,Estoque Baixo
PROD-0214,Bloco de Yoga,Esportes,87.0,Atlética Import Ltda,8.53,151,False,2020-04-12,Medio,Estoque Normal
PROD-0243,Bola de Pilates 65cm,Esportes,157.0,Atlética Import Ltda,7.05,0,True,2019-06-22,Medio,Sem Estoque
PROD-0250,Perfume Feminino 100ml,Beleza,229.0,Cosméticos do Brasil Ltda,0.44,280,True,2024-03-31,Alto,Estoque Normal
PROD-0269,Escova de Cabelo Profissional,Beleza,,Cosméticos do Brasil Ltda,1.47,139,False,2020-07-23,Nao Informado,Estoque Normal
PROD-0272,Batom Matte,Beleza,35.0,Beleza Total Atacado,0.93,128,True,2019-06-24,Baixo,Estoque Normal
PROD-0290,Bálsamo Labial,Beleza,17.0,Perfumes & Cia,1.13,386,False,2020-08-03,Baixo,Estoque Normal
PROD-0306,Loção Pos-sol,Beleza,73.0,Beleza Total Atacado,0.26,279,True,2023-02-13,Medio,Estoque Normal
PROD-0323,Central Multimidia 9 Polegadas,Automotivo,904.0,AutoPeças Brasil Ltda,17.78,4,True,2026-01-16,Alto,Estoque Baixo
PROD-0335,Caixa de Som Automotiva,Automotivo,240.0,AutoPeças Brasil Ltda,19.77,91,False,2025-02-22,Alto,Estoque Normal
PROD-0348,Capa de Volante,Automotivo,33.0,Automotivo Import,20.86,280,True,2024-03-14,Baixo,Estoque Normal
PROD-0377,Jogo de Cartas UNO,Brinquedos,71.0,Toy Import Atacado,2.9,84,False,2019-12-30,Medio,Estoque Normal
PROD-0381,Quebra-cabeca 3D,Brinquedos,154.0,Fun Kids Distribuidora,0.68,117,False,2023-09-27,Medio,Estoque Normal
PROD-0392,Bicicleta Infantil Aro 16,Brinquedos,366.0,Fun Kids Distribuidora,5.12,427,False,2021-05-07,Alto,Estoque Normal
PROD-0393,Bicicleta Infantil Aro 12,Brinquedos,201.0,Brinquedos do Brasil Ltda,2.99,0,True,2023-04-09,Alto,Sem Estoque
PROD-0401,Microscopio Infantil,Brinquedos,359.0,Toy Import Atacado,5.5,384,False,2018-01-09,Alto,Estoque Normal
PROD-0414,Microfone Infantil,Brinquedos,60.0,Brinquedos do Brasil Ltda,3.86,115,True,2023-12-24,Medio,Estoque Normal
PROD-0417,Pula Corda Infantil,Brinquedos,27.0,Brinquedos do Brasil Ltda,2.24,430,True,2024-04-04,Baixo,Estoque Normal
PROD-0422,Boneco de Acao,Brinquedos,193.0,Toy Import Atacado,1.03,94,True,2025-03-19,Medio,Estoque Normal
PROD-0425,Pipa Infantil,Brinquedos,,Brinquedos do Brasil Ltda,2.06,134,False,2024-09-03,Nao Informado,Estoque Normal
PROD-0428,Cavalinho de Balanco,Brinquedos,196.0,Brinquedos do Brasil Ltda,3.6,353,True,2021-08-06,Medio,Estoque Normal
PROD-0430,Gym para Bebe,Brinquedos,239.0,Brinquedos do Brasil Ltda,1.73,258,True,2020-03-27,Alto,Estoque Normal
PROD-0449,Cama Casal com Cabeceira,Móveis,1070.0,Decor Brasil Atacado,14.6,66,True,2021-03-18,Alto,Estoque Normal
PROD-0455,Mesa de Centro,Móveis,649.0,MoveisPlus Distribuidora,66.57,292,True,2020-08-07,Alto,Estoque Normal
PROD-0457,Rack para TV,Móveis,1047.0,Decor Brasil Atacado,53.9,54,True,2024-04-04,Alto,Estoque Normal
PROD-0458,Painel para TV,Móveis,591.0,Interiores Import Ltda,27.35,12,True,2018-10-22,Alto,Estoque Normal
PROD-0475,Cadeira de Balanco,Móveis,632.0,MoveisPlus Distribuidora,6.42,399,True,2019-05-05,Alto,Estoque Normal
PROD-0484,Bancada de Trabalho,Móveis,643.0,MoveisPlus Distribuidora,54.35,54,False,2023-08-02,Alto,Estoque Normal
PROD-0485,Armario de Ferramentas,Móveis,828.0,Decor Brasil Atacado,40.7,368,True,2025-02-06,Alto,Estoque Normal
PROD-0026,Teclado Mecânico,Eletrônicos,501.0,TechBrasil Distribuidora,1.25,212,True,2022-09-10,Alto,Estoque Normal
PROD-0076,Jaqueta Impermeável,Vestuário,367.0,Moda Brasil Atacado,0.47,138,True,2022-11-03,Alto,Estoque Normal
PROD-0077,Jaqueta Jeans,Vestuário,114.0,Moda Brasil Atacado,1.7,187,False,2025-06-27,Medio,Estoque Normal
PROD-0079,Tênis Casual Feminino,Vestuário,495.0,Confecções do Sul,1.87,0,True,2022-01-28,Alto,Sem Estoque
PROD-0096,Boné Aba Curva,Vestuário,57.0,Moda Brasil Atacado,1.09,139,True,2019-08-08,Medio,Estoque Normal
PROD-0100,Chinelo Masculino,Vestuário,59.0,Confecções do Sul,0.54,267,False,2023-08-17,Medio,Estoque Normal
PROD-0105,Regata Masculina,Vestuário,,Moda Brasil Atacado,1.8,13,False,2020-07-20,Nao Informado,Estoque Normal
PROD-0116,Bermuda de Ciclismo,Vestuário,184.0,Moda Brasil Atacado,0.96,20,True,2018-09-28,Medio,Estoque Normal
PROD-0153,Conjunto de Potes Herméticos,Casa,90.0,HomeBrasil Atacado,12.35,107,False,2020-03-23,Medio,Estoque Normal
PROD-0159,Micro-ondas 20L,Casa,494.0,HomeBrasil Atacado,1.07,448,True,2023-07-02,Alto,Estoque Normal
PROD-0161,Cafeteira Expresso,Casa,254.0,Decor Import,5.26,498,True,2018-07-11,Alto,Estoque Normal
PROD-0166,Umidificador de Ar,Casa,,Decor Import,5.56,33,False,2019-12-12,Nao Informado,Estoque Normal
PROD-0168,Lixeira com Pedal,Casa,123.0,Utilidades do Lar Ltda,11.88,0,True,2018-03-13,Medio,Sem Estoque
PROD-0189,Bicicleta Aro 26,Esportes,,Esporte Total Ltda,1.28,0,False,2020-01-16,Nao Informado,Sem Estoque
PROD-0205,Barraca de Camping 2 Pessoas,Esportes,,Esporte Total Ltda,13.03,420,False,2024-09-03,Nao Informado,Estoque Normal
PROD-0212,Saco de Pancadas,Esportes,374.0,Esporte Total Ltda,13.63,340,False,2022-08-11,Alto,Estoque Normal
PROD-0219,Kettlebell 8kg,Esportes,209.0,Atlética Import Ltda,7.87,337,True,2023-05-06,Alto,Estoque Normal
PROD-0220,Barra de Musculação,Esportes,552.0,SportsBrasil Atacado,3.14,1,True,2024-05-06,Alto,Estoque Baixo
PROD-0227,Bicicleta Ergométrica,Esportes,842.0,SportsBrasil Atacado,13.31,425,True,2021-04-09,Alto,Estoque Normal
PROD-0236,Camiseta Esportiva Feminina,Vestuário,56.0,Atlética Import Ltda,4.34,24,True,2025-08-23,Medio,Estoque Normal
PROD-0241,Maiô Esportivo,Esportes,,Atlética Import Ltda,6.3,146,False,2018-02-22,Nao Informado,Estoque Normal
PROD-0296,Máscara de Cílios,Beleza,83.0,Beauty Import Brasil,0.17,176,True,2019-01-31,Medio,Estoque Normal
PROD-0298,Kit Hidratação Capilar,Beleza,51.0,Beleza Total Atacado,0.55,40,True,2023-09-28,Medio,Estoque Normal
PROD-0304,Creme de Barbear,Beleza,53.0,Cosméticos do Brasil Ltda,0.77,176,False,2021-01-06,Medio,Estoque Normal
PROD-0322,Central Multimidia 7 Polegadas,Automotivo,592.0,AutoPeças Brasil Ltda,21.65,165,True,2025-01-17,Alto,Estoque Normal
PROD-0350,Bomba de Ar Compressor 12V,Automotivo,,AutoPeças Brasil Ltda,19.2,131,False,2020-10-28,Nao Informado,Estoque Normal
PROD-0361,Forro de Cacamba,Automotivo,471.0,AutoPeças Brasil Ltda,,335,True,2025-12-17,Alto,Estoque Normal
PROD-0405,Gangorra Infantil,Brinquedos,178.0,Brinquedos do Brasil Ltda,5.06,365,True,2019-04-12,Medio,Estoque Normal
PROD-0432,Chocalho Kit,Brinquedos,31.0,Brinquedos do Brasil Ltda,5.75,0,True,2019-11-11,Baixo,Sem Estoque
PROD-0436,Sofa Cama,Móveis,1890.0,MoveisPlus Distribuidora,8.0,493,True,2025-03-14,Alto,Estoque Normal
PROD-0504,Vestido de Festa Longo,Vestuário,,Moda Brasil Atacado,1.71,176,False,2025-06-26,Nao Informado,Estoque Normal
PROD-0013,Fone de Ouvido Bluetooth,Eletrônicos,,TechBrasil Distribuidora,0.84,90,False,2025-11-08,Nao Informado,Estoque Normal
PROD-0034,HD Externo 2TB,Eletrônicos,806.0,Shenzhen Connect Brasil,4.5,307,True,2019-01-31,Alto,Estoque Normal
PROD-0035,Pen Drive 64GB,Eletrônicos,147.0,Shenzhen Connect Brasil,2.58,353,True,2023-12-23,Medio,Estoque Normal
PROD-0044,Suporte para Notebook,Eletrônicos,153.0,Alpha Tech Importados,2.62,48,True,2021-12-08,Medio,Estoque Normal
PROD-0047,Cabo USB-C 2m,Eletrônicos,59.0,TechBrasil Distribuidora,4.24,186,True,2021-09-17,Medio,Estoque Normal
PROD-0049,Notebook Gamer,Eletrônicos,4182.0,Alpha Tech Importados,1.05,177,True,2021-09-30,Alto,Estoque Normal
PROD-0065,Camiseta Feminina Algodão,Vestuário,65.0,Fashion Import Ltda,,429,True,2025-07-14,Medio,Estoque Normal
PROD-0066,Camiseta Polo Masculina,Vestuário,102.0,TextilBrasil Distribuidora,0.45,66,False,2022-08-07,Medio,Estoque Normal
PROD-0074,Jaqueta Corta Vento,Vestuário,394.0,Fashion Import Ltda,0.4,188,True,2022-04-13,Alto,Estoque Normal
PROD-0127,Conjunto de Panelas 3 Peças,Casa,400.0,Decor Import,5.81,446,True,2024-09-21,Alto,Estoque Normal
PROD-0143,Porta Retratos,Casa,,HomeBrasil Atacado,4.73,157,False,2021-07-24,Nao Informado,Estoque Normal
PROD-0177,Conjunto de Toalhas 4 Peças,Casa,205.0,HomeBrasil Atacado,7.36,0,False,2024-06-23,Alto,Sem Estoque
PROD-0181,Porta Chaves Parede,Casa,48.0,HomeBrasil Atacado,12.87,329,True,2020-07-25,Baixo,Estoque Normal
PROD-0201,Skate Completo,Esportes,440.0,Esporte Total Ltda,5.69,140,True,2022-07-28,Alto,Estoque Normal
PROD-0210,Cantil Esportivo 750ml,Esportes,57.0,Atlética Import Ltda,,159,False,2022-08-10,Medio,Estoque Normal
PROD-0248,Rede de Vôlei,Esportes,,Atlética Import Ltda,8.55,223,False,2021-05-03,Nao Informado,Estoque Normal
PROD-0249,Trave de Futebol Infantil,Esportes,302.0,Atlética Import Ltda,6.27,187,True,2024-12-09,Alto,Estoque Normal
PROD-0333,Extintor de Incendio Veicular,Automotivo,137.0,Peças & Cia Distribuidora,9.3,457,True,2018-10-06,Medio,Estoque Normal
PROD-0345,Sensor de Estacionamento,Automotivo,173.0,AutoPeças Brasil Ltda,,39,False,2022-03-23,Medio,Estoque Normal
PROD-0349,Organizador de Porta Malas,Automotivo,190.0,Automotivo Import,24.75,345,True,2021-11-01,Medio,Estoque Normal
PROD-0375,Carrinho de Friccao Kit 5,Brinquedos,140.0,Fun Kids Distribuidora,5.75,153,True,2021-08-14,Medio,Estoque Normal
PROD-0382,Blocos de Montar 200 Pecas,Brinquedos,,Brinquedos do Brasil Ltda,5.35,486,False,2025-07-11,Nao Informado,Estoque Normal
PROD-0403,Kit Experimentos Cientificos,Brinquedos,132.0,Brinquedos do Brasil Ltda,5.52,156,True,2018-04-21,Medio,Estoque Normal
PROD-0406,Cama Elastica Infantil,Brinquedos,205.0,Toy Import Atacado,3.81,107,True,2021-07-19,Alto,Estoque Normal
PROD-0410,Lousa Magnetica,Brinquedos,185.0,Brinquedos do Brasil Ltda,4.61,245,True,2020-01-30,Medio,Estoque Normal
PROD-0446,Guarda-roupa 6 Portas,Móveis,3175.0,Decor Brasil Atacado,52.48,57,True,2019-07-05,Alto,Estoque Normal
PROD-0447,Guarda-roupa 4 Portas,Móveis,,MoveisPlus Distribuidora,78.95,356,False,2019-08-10,Nao Informado,Estoque Normal
PROD-0453,Escrivaninha com Gavetas,Móveis,541.0,MoveisPlus Distribuidora,7.1,238,True,2024-09-28,Alto,Estoque Normal
PROD-0463,Poltrona Decorativa,Móveis,1491.0,Decor Brasil Atacado,31.62,211,False,2022-02-22,Alto,Estoque Normal
PROD-0464,Berco Americano,Móveis,,Interiores Import Ltda,73.92,261,False,2020-12-20,Nao Informado,Estoque Normal
PROD-0469,Comoda 3 Gavetas,Móveis,,MoveisPlus Distribuidora,23.07,299,False,2026-03-05,Nao Informado,Estoque Normal
PROD-0494,Aspirador de Pó Sem Fio,Casa,451.0,Decor Import,,34,True,2021-09-06,Alto,Estoque Normal
PROD-0010,Smart TV 32 Polegadas,Eletrônicos,1327.0,Global Electronics Ltda,3.38,71,True,2020-10-23,Alto,Estoque Normal
PROD-0030,Película de Vidro,Eletrônicos,52.0,Shenzhen Connect Brasil,2.66,0,False,2024-01-10,Medio,Sem Estoque
PROD-0051,Smartband Fitness,Eletrônicos,504.0,Global Electronics Ltda,1.49,394,False,2023-04-23,Alto,Estoque Normal
PROD-0054,Microfone USB Condensador,Eletrônicos,401.0,TechBrasil Distribuidora,2.14,25,True,2025-09-20,Alto,Estoque Normal
PROD-0071,Vestido Floral,Vestuário,234.0,Confecções do Sul,0.93,219,True,2022-06-29,Alto,Estoque Normal
PROD-0088,Casaco de Inverno,Vestuário,447.0,Moda Brasil Atacado,1.04,78,True,2024-09-19,Alto,Estoque Normal
PROD-0089,Blusa de Frio,Vestuário,235.0,Moda Brasil Atacado,1.76,4,True,2019-12-18,Alto,Estoque Baixo
PROD-0106,Regata Feminina,Vestuário,47.0,Moda Brasil Atacado,0.79,453,False,2024-12-12,Baixo,Estoque Normal
PROD-0122,Blusa de Tricô,Vestuário,157.0,Moda Brasil Atacado,1.48,45,True,2019-12-06,Medio,Estoque Normal
PROD-0123,Colete Masculino,Vestuário,117.0,Moda Brasil Atacado,1.01,171,True,2020-11-01,Medio,Estoque Normal
PROD-0124,Gravata,Vestuário,58.0,TextilBrasil Distribuidora,1.35,65,True,2018-06-19,Medio,Estoque Normal
PROD-0125,Suspensório,Vestuário,66.0,TextilBrasil Distribuidora,1.36,28,True,2018-07-15,Medio,Estoque Normal
PROD-0147,Cortina Blackout 2 Peças,Casa,178.0,Decor Import,10.92,0,True,2019-01-30,Medio,Sem Estoque
PROD-0164,Ventilador de Mesa,Casa,149.0,HomeBrasil Atacado,7.81,152,True,2019-12-18,Medio,Estoque Normal
PROD-0195,Bola de Basquete,Esportes,148.0,SportsBrasil Atacado,13.31,429,True,2021-06-15,Medio,Estoque Normal
PROD-0224,Suporte para Bicicleta,Esportes,100.0,Atlética Import Ltda,8.93,106,True,2022-06-19,Medio,Estoque Normal
PROD-0231,Munhequeira Kit 2,Esportes,53.0,Atlética Import Ltda,5.25,107,True,2020-01-26,Medio,Estoque Normal
PROD-0258,Máquina de Cortar Cabelo,Beleza,223.0,Beauty Import Brasil,0.31,63,True,2021-07-27,Alto,Estoque Normal
PROD-0263,Creme Anti-idade,Beleza,,Cosméticos do Brasil Ltda,1.0,0,False,2019-05-28,Nao Informado,Sem Estoque
PROD-0284,Sabonete Líquido 500ml,Beleza,,Cosméticos do Brasil Ltda,0.81,3,False,2018-06-06,Nao Informado,Estoque Baixo
PROD-0297,Lápis de Sobrancelha,Beleza,52.0,Perfumes & Cia,1.26,482,False,2023-04-14,Medio,Estoque Normal
PROD-0331,Alarme Automotivo Completo,Automotivo,544.0,AutoPeças Brasil Ltda,10.89,85,True,2021-12-07,Alto,Estoque Normal
PROD-0346,Volante Esportivo,Automotivo,307.0,Automotivo Import,22.97,38,False,2026-01-10,Alto,Estoque Normal
PROD-0368,Vela de Ignicao Kit 4,Automotivo,65.0,AutoPeças Brasil Ltda,4.61,307,True,2019-12-13,Medio,Estoque Normal
PROD-0373,Boneca Baby 20cm,Brinquedos,,Toy Import Atacado,0.2,104,False,2019-11-27,Nao Informado,Estoque Normal
PROD-0374,Carrinho de Controle Remoto,Brinquedos,165.0,Brinquedos do Brasil Ltda,6.25,32,True,2022-04-21,Medio,Estoque Normal
